Epic;User Story Count;User Story;Description;Acceptance Criteria;Out of Scope;Test Cases
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;89_admin_actualizacion_tiempo_real_kanban;Como Administrador, necesito que la vista Kanban se actualice en tiempo real para reflejar todos los cambios recientes en las iniciativas, para garantizar la integridad y consistencia de la información para todos los usuarios.;El sistema debe sincronizar y mostrar inmediatamente los cambios realizados en las iniciativas para que el Administrador tenga una visión actualizada y confiable de la gestión.;"- Cambios en estado, creación o eliminación se reflejan en menos de 5 segundos.
- La vista muestra notificaciones o indicadores visuales de actualización.
- No ocurren pérdidas ni duplicaciones de datos en la vista.
- La actualización es transparente para el Administrador, sin necesidad de recarga manual.
- Funciona correctamente en todos los dispositivos soportados.";"- Sincronización con módulos externos al Kanban.
- Edición directa desde notificaciones de actualización.
- Recarga completa del navegador.";"- Dado que un Usuario cambia el estado de una iniciativa,
Cuando el Administrador está en la vista Kanban,
Entonces observa el cambio reflejado automáticamente.

- Dado que se elimina una iniciativa,
Cuando el Administrador visualiza la vista Kanban,
Entonces la iniciativa desaparece sin error.

- Dado que se realiza un cambio simultáneo en dos iniciativas,
Cuando la vista se actualiza,
Entonces ambas actualizaciones se muestran correctamente."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;90_usuario_error_carga_actualizacion_kanban;Como Usuario, necesito que en caso de error al cargar o actualizar la vista Kanban, el sistema me muestre un mensaje claro y opciones para intentar recargar o solucionar el problema, para minimizar confusiones y evitar perder el contexto de gestión.;Se implementa manejo de errores que detecte problemas de carga o actualización en la vista Kanban, mostrando mensajes amigables con acciones sugeridas para el Usuario.;"- Si hay fallo en la carga inicial, se muestra un mensaje 'No se pudieron cargar las iniciativas. Intentar recargar'.
- Si la actualización en tiempo real falla, aparece un indicador de error con opción a reintentar.
- Mensajes son claros, visibles y no bloquean otras funcionalidades.
- El Usuario puede intentar recargar la vista con un botón.
- El sistema registra el error para análisis posterior.";"- Resolución automática de errores de base de datos.
- Soporte técnico automatizado.
- Problemas de red externos a la aplicación.";"- Dado que hay un error en la carga de iniciativas,
Cuando el Usuario abre la vista Kanban,
Entonces aparece un mensaje de error con opción para recargar.

- Dado que la actualización en tiempo real falla,
Cuando se detecta el problema,
Entonces se muestra un indicador de error y botón para reintentar.

- Dado que el Usuario pulsa recargar,
Cuando la conexión se restablece,
Entonces la vista se carga correctamente."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;91_admin_error_carga_actualizacion_kanban;Como Administrador, necesito que en caso de errores en la actualización o carga de la vista Kanban, el sistema me informe con mensajes claros y opciones para recargar o reportar el problema, para mantener el control y la integridad de la gestión sin pérdida de información.;Esta historia cubre la gestión de errores en la vista Kanban para el Administrador, asegurando que ante problemas técnicos pueda actuar o reportarlos oportunamente.;"- Mensajes de error visibles y comprensibles en caso de fallo de carga o sincronización.
- Botón para reintentar la carga o actualización.
- Opción para enviar reporte del error al equipo técnico.
- No bloquea otras funcionalidades del sistema.
- Registro automático del error para auditoría.";"- Diagnóstico automático del error.
- Reparación automática de datos corruptos.
- Gestión de reportes fuera del sistema.";"- Dado que la vista Kanban no carga correctamente,
Cuando el Administrador accede,
Entonces se muestra mensaje de error con opciones para recargar o reportar.

- Dado que la sincronización falla,
Cuando se detecta el problema,
Entonces el Administrador recibe notificación y puede reintentar.

- Dado que el Administrador envía reporte,
Cuando confirma el envío,
Entonces el sistema registra el incidente correctamente."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;92_usuario_drag_iniciativa;Como Usuario, necesito poder arrastrar una iniciativa desde una columna de estado a otra en la vista Kanban, para actualizar visualmente y de forma rápida el estado de dicha iniciativa.;Permite al Usuario seleccionar con el cursor una iniciativa dentro de una columna Kanban y arrastrarla hacia otra columna que representa un estado diferente, iniciando así la acción de cambio de estado.;"- El usuario puede seleccionar y arrastrar una iniciativa con el mouse o toque táctil.
- La iniciativa se mueve visualmente junto al cursor.
- Solo se permiten arrastres entre columnas válidas que representan estados definidos.
- La interfaz indica claramente la iniciativa seleccionada durante el arrastre.";"- Cambios de estado mediante formularios o botones.
- Visualización de detalles adicionales durante el arrastre.
- Acciones sobre iniciativas no visibles en la vista Kanban.";"- Dado que un Usuario está en la vista Kanban,
Cuando selecciona con el cursor una iniciativa y la arrastra a otra columna,
Entonces la iniciativa se mueve visualmente siguiendo el cursor.

- Dado que una iniciativa está siendo arrastrada,
Cuando el usuario intenta soltarla fuera de una columna válida,
Entonces la iniciativa regresa a su posición original."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;93_usuario_soltar_actualizar_estado;Como Usuario, necesito soltar una iniciativa en una columna Kanban diferente para que el sistema actualice automáticamente su estado en la base de datos, de modo que el cambio sea efectivo y persistente sin pasos adicionales.;Al soltar la iniciativa en una columna distinta, el sistema debe capturar esta acción, actualizar el estado de la iniciativa en la base de datos y reflejar el cambio en todas las vistas relacionadas sin intervención manual.;"- Al soltar la iniciativa en una columna válida, el sistema actualiza la base de datos con el nuevo estado.
- La actualización ocurre sin necesidad de confirmaciones adicionales.
- El nuevo estado se refleja inmediatamente en la vista Kanban y otras vistas relacionadas.
- No se permiten estados inválidos o inconsistentes.
- Se maneja correctamente cualquier error de actualización con mensajes apropiados.";"- Actualización de otros campos de la iniciativa distintos al estado.
- Cambios manuales mediante formularios tras el drag & drop.
- Sincronización con sistemas externos.";"- Dado que un Usuario arrastra y suelta una iniciativa en una columna distinta,
Cuando la acción se completa,
Entonces el estado de la iniciativa se actualiza en la base de datos y la vista Kanban muestra el nuevo estado.

- Dado que ocurre un error de conexión durante la actualización,
Cuando el usuario suelta la iniciativa,
Entonces se muestra un mensaje de error y la iniciativa vuelve a su columna original."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;94_usuario_confirmacion_visual_cambio_estado;Como Usuario, necesito recibir una confirmación visual inmediata cuando cambio el estado de una iniciativa mediante drag & drop, para confirmar que la acción fue exitosa y evitar incertidumbre.;El sistema debe mostrar un feedback visual claro e inmediato, como un resaltado, animación o mensaje breve, que indique que el estado ha sido actualizado correctamente tras soltar la iniciativa en la nueva columna.;"- Al soltarse la iniciativa en una columna válida, aparece una confirmación visual (por ejemplo, cambio de color o icono).
- La confirmación dura al menos 2 segundos o hasta que el usuario realice otra acción.
- En caso de error, se muestra una notificación visible y clara con opción a reintentar.
- La confirmación no bloquea otras interacciones en la interfaz.";"- Confirmaciones sonoras o por correo.
- Detalles extensos sobre el cambio de estado.
- Confirmaciones para otras acciones fuera del drag & drop.";"- Dado que un Usuario suelta una iniciativa en una columna diferente,
Cuando el estado se actualiza exitosamente,
Entonces se muestra un resaltado visual en la iniciativa confirmando el cambio.

- Dado que la actualización falla,
Cuando el usuario suelta la iniciativa,
Entonces aparece un mensaje de error visible en pantalla."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;95_administrador_drag_iniciativa;Como Administrador, necesito poder arrastrar una iniciativa desde una columna de estado a otra en la vista Kanban, para gestionar rápidamente el progreso y corregir estados erróneos con facilidad.;Facilita al Administrador la acción directa de seleccionar y mover iniciativas entre columnas que representan estados, usando drag & drop en la interfaz Kanban, con la finalidad de mantener la integridad y actualización del sistema.;"- El Administrador puede seleccionar y arrastrar iniciativas con mouse o táctil.
- La interfaz muestra claramente la iniciativa arrastrada.
- Solo se permite mover iniciativas entre estados válidos configurados.
- La acción es fluida y sin retrasos perceptibles.";"- Acciones de eliminación o edición de iniciativas.
- Configuración avanzada de estados o permisos.
- Vista no Kanban para mover iniciativas.";"- Dado que un Administrador está en la vista Kanban,
Cuando selecciona y arrastra una iniciativa a otra columna,
Entonces la iniciativa se mueve visualmente siguiendo el cursor.

- Dado que intenta soltar la iniciativa fuera de una columna válida,
Entonces la iniciativa regresa a su posición original."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;96_administrador_soltar_actualizar_estado;Como Administrador, necesito soltar una iniciativa en otra columna para que el sistema actualice automáticamente su estado en la base de datos y en todas las vistas, asegurando consistencia y control total sobre las iniciativas.;Al soltar una iniciativa en una columna diferente, el sistema debe actualizar el estado en la base de datos y sincronizar el cambio en tiempo real en todas las vistas, garantizando que el Administrador tenga información precisa y actualizada.;"- La actualización del estado se realiza automáticamente al soltar la iniciativa.
- El sistema sincroniza el cambio en todas las vistas sin retrasos.
- Los estados permitidos son validados antes de la actualización.
- El Administrador recibe notificaciones en caso de error con opciones de corrección.
- La acción no requiere confirmaciones adicionales.";"- Modificaciones manuales posteriores a la actualización.
- Cambios en configuraciones de estados.
- Actualizaciones fuera de la vista Kanban.";"- Dado que un Administrador arrastra y suelta una iniciativa en una columna diferente,
Cuando la acción termina,
Entonces la base de datos y todas las vistas reflejan el nuevo estado.

- Dado un fallo en la actualización,
Entonces se muestra un mensaje de error y la iniciativa vuelve a su columna original."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;97_administrador_confirmacion_visual_cambio_estado;Como Administrador, necesito recibir una confirmación visual inmediata tras cambiar el estado de una iniciativa mediante drag & drop, para asegurarme que la acción fue exitosa y mantener la confianza en el sistema.;El sistema debe proporcionar al Administrador un feedback visual inmediato y claro cuando se actualice el estado de una iniciativa por drag & drop, incluyendo mensajes de éxito o error según corresponda.;"- Al soltar una iniciativa, se muestra una señal visual clara de éxito (cambio de color, icono, animación).
- En caso de fallo, se muestra un mensaje de error visible y descriptivo.
- La confirmación visual no bloquea otras funciones ni interacciones.
- La confirmación permanece visible el tiempo suficiente para ser percibida.";"- Confirmaciones por correo o vía externa.
- Gestión de errores complejos fuera del contexto del drag & drop.
- Confirmaciones para otras operaciones administrativas.";"- Dado que un Administrador cambia el estado por drag & drop,
Cuando el cambio es exitoso,
Entonces aparece una confirmación visual inmediata.

- Dado que ocurre un error,
Entonces aparece un mensaje de error visible y la iniciativa regresa a su estado previo."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;98_usuario_error_actualizacion_estado;Como Usuario, necesito que el sistema maneje y notifique errores si falla la actualización del estado tras soltar una iniciativa en otra columna, para evitar inconsistencias y poder corregir el problema rápidamente.;Si la actualización del estado en la base de datos falla por cualquier motivo (conexión, validación, permisos), el sistema debe revertir el movimiento visual y mostrar un mensaje de error claro con opciones para reintentar o cancelar.;"- Al detectar un error en la actualización, la iniciativa regresa a la columna original.
- Se muestra un mensaje de error visible y comprensible para el Usuario.
- El mensaje ofrece opciones para reintentar la acción o cancelar.
- No se pierde información ni se genera estado inconsistente.
- El sistema registra el error para auditoría.";"- Solución automática del error sin intervención del usuario.
- Errores relacionados con otros módulos no vinculados al drag & drop.
- Soporte para errores de configuración avanzada.";"- Dado que un Usuario suelta una iniciativa y la actualización falla,
Cuando el sistema detecta el error,
Entonces la iniciativa vuelve a la columna original y se muestra un mensaje de error.

- Dado que el Usuario selecciona reintentar,
Cuando intenta nuevamente,
Entonces el sistema intenta actualizar el estado otra vez."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;99_administrador_error_actualizacion_estado;Como Administrador, necesito que el sistema maneje errores y notifique cuando falle la actualización del estado tras soltar una iniciativa en otra columna, para mantener la integridad de la información y tomar acciones correctivas.;En caso de fallo en la actualización del estado, el sistema debe revertir visualmente el cambio, mostrar un mensaje de error detallado para el Administrador y permitir opciones para reintentar o reportar el problema.;"- El cambio visual se revierte automáticamente si hay error.
- Se muestra un mensaje de error con detalles técnicos y opciones para reintentar o cancelar.
- El Administrador puede acceder a logs o reportes relacionados al error.
- El sistema mantiene la consistencia y no guarda estados incompletos.
- El error se registra en el sistema para auditoría.";"- Resolución automática sin intervención humana.
- Errores fuera del contexto de drag & drop.
- Cambios en configuraciones para evitar errores futuros.";"- Dado que un Administrador suelta una iniciativa y la actualización falla,
Cuando el sistema detecta el error,
Entonces se revierte el movimiento y se muestra un mensaje con detalles y opciones.

- Dado que el Administrador elige reintentar,
Cuando intenta nuevamente,
Entonces el sistema vuelve a intentar actualizar el estado."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;100_usuario_actualizacion_estado_bd;Como Usuario, necesito que al cambiar el estado de una iniciativa en la vista Kanban, el sistema actualice inmediatamente el registro en la base de datos, para asegurar que el estado reflejado sea el correcto y evitar confusiones.;El usuario arrastra y suelta una iniciativa en la vista Kanban para cambiar su estado. El sistema debe actualizar el estado en la base de datos en tiempo real, garantizando que el cambio quede persistido y reflejado para todos los usuarios.;"- Al soltar una iniciativa en una columna diferente, el sistema envía una solicitud para actualizar el estado en la base de datos.
- La base de datos refleja el nuevo estado sin retrasos.
- El usuario recibe una confirmación visual de que el estado fue actualizado correctamente.
- No se permite que el usuario realice otra acción hasta que la actualización haya finalizado o haya fallado.";"- Cambios de estado fuera de la vista Kanban.
- Modificaciones masivas de estados.
- Gestión de permisos para cambio de estados.";"- Dado que soy un Usuario y arrastro una iniciativa a una nueva columna, cuando la suelto, entonces el estado se actualiza en la base de datos y veo un mensaje de éxito.
- Dado que la base de datos no responde, cuando intento cambiar el estado, entonces se muestra un mensaje de error y el estado no cambia visualmente."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;101_usuario_sincronizacion_estado_vistas;Como Usuario, necesito que el nuevo estado actualizado de una iniciativa se sincronice instantáneamente y se refleje en todas las vistas del sistema, para trabajar siempre con información actualizada y evitar inconsistencias.;Después de actualizar el estado de una iniciativa en Kanban, el sistema debe actualizar todas las vistas (listas, reportes, dashboards) en tiempo real para mostrar el estado actualizado a todos los usuarios conectados.;"- La actualización de estado se propaga automáticamente a todas las vistas abiertas en el sistema.
- No es necesario que el usuario recargue la página para ver el cambio.
- La información es consistente para todos los usuarios simultáneamente.
- No se generan conflictos ni datos inconsistentes tras la sincronización.";"- Sincronización de datos no relacionados con estados.
- Actualizaciones en sistemas externos o integraciones.
- Visualización histórica de cambios de estado.";"- Dado que soy un Usuario con múltiples vistas abiertas, cuando cambio el estado de una iniciativa, entonces todas las vistas reflejan inmediatamente el nuevo estado.
- Dado que otro usuario cambia el estado, cuando recibo la actualización, entonces mi vista Kanban se actualiza automáticamente."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;102_usuario_mensajes_confirmacion_estado;Como Usuario, necesito que tras cambiar el estado de una iniciativa se muestre un mensaje o indicador claro de éxito o error, para saber si la operación fue realizada correctamente o si debo tomar alguna acción.;El sistema debe proporcionar retroalimentación visual inmediata después de un cambio de estado en Kanban, con mensajes claros que confirmen la actualización o informen de fallos, ayudando al usuario a entender el resultado de su acción.;"- Al actualizar el estado, aparece un mensaje de éxito visible y accesible.
- En caso de error, el mensaje indica claramente el problema y posibles acciones.
- Los mensajes desaparecen automáticamente después de un tiempo razonable o pueden ser cerrados manualmente.
- No se bloquean otras acciones mientras se muestra el mensaje.";"- Mensajes relacionados con otras funcionalidades.
- Personalización avanzada de mensajes.
- Registro histórico de mensajes.";"- Dado que cambio el estado de una iniciativa, cuando la actualización es exitosa, entonces veo un mensaje de éxito.
- Dado que la actualización falla por error de conexión, cuando intento cambiar estado, entonces veo un mensaje de error con instrucciones."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;103_admin_actualizacion_estado_bd;Como Administrador, necesito que al cambiar el estado de una iniciativa en la vista Kanban, el sistema actualice inmediatamente el registro en la base de datos, para mantener el control y la integridad de los datos en tiempo real.;El Administrador puede arrastrar una iniciativa para cambiar su estado y debe asegurarse que esta acción actualice el estado almacenado en la base de datos sin demoras ni errores, manteniendo la integridad del sistema.;"- El cambio de estado realizado por el Administrador se persiste inmediatamente en la base de datos.
- El sistema muestra confirmación visual del éxito.
- El Administrador recibe alertas en caso de fallo.
- No se permiten acciones simultáneas que provoquen inconsistencias.";"- Cambios en estados fuera del Kanban.
- Gestión de permisos para otros roles.
- Edición masiva de estados.";"- Dado que soy Administrador y cambio el estado de una iniciativa, cuando la suelto en una nueva columna, entonces el estado se actualiza en la base de datos y aparece mensaje de éxito.
- Dado un fallo en base de datos, cuando intento cambiar estado, entonces veo un mensaje de error y el estado no cambia."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;104_admin_sincronizacion_estado_vistas;Como Administrador, necesito que tras actualizar el estado de una iniciativa, este cambio se sincronice en tiempo real en todas las vistas del sistema, para garantizar que todos los usuarios vean información consistente y actualizada.;Después de que el Administrador modifica el estado de una iniciativa en Kanban, el sistema debe propagar el cambio a todas las interfaces y dispositivos conectados sin necesidad de recarga manual.;"- La actualización realizada por el Administrador se refleja instantáneamente en todas las vistas abiertas.
- Se mantiene la coherencia de datos en tiempo real para todos los usuarios.
- Las vistas no requieren recarga manual para mostrar el estado actualizado.
- No se presentan conflictos ni inconsistencias en ninguna vista.";"- Sincronización de datos no relacionados con estado.
- Cambios históricos o auditorías.
- Integración con sistemas externos.";"- Dado que soy Administrador y cambio un estado, cuando otros usuarios tienen vistas abiertas, entonces el cambio se refleja instantáneamente.
- Dado un problema de red, cuando se intenta sincronizar, entonces se muestra error y la sincronización se reintenta."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;105_admin_mensajes_confirmacion_estado;Como Administrador, necesito recibir mensajes o indicadores claros de éxito o error tras actualizar el estado de una iniciativa en Kanban, para asegurar que mis cambios fueron aplicados correctamente y poder actuar en caso de fallos.;El sistema debe mostrar notificaciones inmediatas y claras que confirmen o indiquen problemas tras una actualización de estado realizada por el Administrador, facilitando una gestión segura y confiable.;"- Al actualizar el estado, aparece un mensaje visible y claro de éxito.
- En caso de error, el mensaje explica la causa y sugiere acciones.
- Los mensajes pueden descartarse manualmente o desaparecen después de un tiempo.
- Los mensajes no bloquean otras operaciones.";"- Mensajes para otras operaciones fuera de estado.
- Personalización de mensajes.
- Registro histórico de mensajes.";"- Dado que actualizo un estado, cuando la operación es exitosa, entonces veo un mensaje de confirmación.
- Dado un fallo técnico, cuando actualizo un estado, entonces veo un mensaje de error con instrucciones claras."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;106_usuario_error_actualizacion_estado;Como Usuario, necesito que si ocurre un error al actualizar el estado de una iniciativa en Kanban, el sistema me informe inmediatamente y permita reintentar la acción, para evitar pérdidas de datos y confusión en el seguimiento.;Si la actualización del estado falla por problemas técnicos (por ejemplo, error en la base de datos o pérdida de conexión), el usuario debe recibir una notificación clara y tener la opción de intentar nuevamente sin perder el contexto.;"- Si la actualización falla, aparece un mensaje de error claro y visible.
- El mensaje indica la posible causa y opciones para reintentar.
- El estado visual en Kanban no cambia o se revierte al estado anterior.
- El usuario puede reintentar la actualización fácilmente.";"- Corrección automática de errores.
- Soporte técnico integrado.
- Cambios en estados fuera de Kanban.";"- Dado que la conexión se pierde, cuando intento cambiar el estado, entonces veo un mensaje de error y el estado vuelve al valor previo.
- Dado un error en base de datos, cuando actualizo estado, entonces puedo reintentar sin recargar la página."
Actualización Intuitiva del Estado mediante Kanban Drag & Drop;107_admin_error_actualizacion_estado;Como Administrador, necesito que si ocurre un error al actualizar el estado de una iniciativa, el sistema me notifique de inmediato con detalles técnicos y opciones para solucionar el problema, para mantener la integridad del sistema y actuar rápidamente.;En caso de fallo en la actualización del estado, el Administrador recibe una alerta con información suficiente para identificar la causa y opciones para reintentar o consultar soporte, garantizando un manejo profesional de errores.;"- Al fallar la actualización, el Administrador recibe un mensaje detallado y claro.
- El mensaje incluye posibles causas y pasos para resolverlo.
- Se ofrece la opción de reintentar la operación.
- El sistema evita estados inconsistentes en la base de datos.
- El Administrador puede acceder a logs o soporte técnico desde la interfaz.";"- Soluciones automáticas sin intervención.
- Gestión avanzada de logs fuera del módulo de estados.
- Cambios en otras funcionalidades del sistema.";"- Dado un error de servidor, cuando un Administrador cambia estado, entonces recibe un mensaje detallado y puede reintentar.
- Dado un error técnico persistente, cuando se intenta actualizar, entonces el sistema bloquea cambios hasta solución."
Validación y Control de Datos para Calidad y Consistencia;108_usuario_validacion_campos_obligatorios;Como Usuario, necesito que el formulario valide que los campos obligatorios estén completos antes de permitirme guardar una iniciativa, para asegurar que no omito información esencial.;El formulario para creación y edición de iniciativas debe impedir el guardado si alguno de los campos obligatorios está vacío, mostrando un mensaje claro que indique cuál campo requiere atención.;"- El formulario bloquea el botón de guardar si hay campos obligatorios vacíos.
- Se muestra un mensaje de error específico junto a cada campo obligatorio vacío.
- El mensaje de error desaparece cuando el campo es completado.
- La validación se aplica tanto al crear como al editar una iniciativa.";"- Validación de formatos específicos (fechas, números).
- Gestión de configuraciones de validación.
- Validación de campos no obligatorios.";"- Dado un formulario con campos obligatorios vacíos, cuando intento guardar la iniciativa, entonces el sistema bloquea la acción y muestra mensajes de error junto a cada campo vacío.
- Dado un campo obligatorio corregido, cuando lo completo, entonces el mensaje de error asociado desaparece y puedo guardar si no hay más errores.
- Dado que estoy editando una iniciativa, cuando dejo un campo obligatorio vacío, entonces el sistema no permite guardar y muestra el error."
Validación y Control de Datos para Calidad y Consistencia;109_usuario_validacion_formato_datos;Como Usuario, necesito que el formulario verifique el formato correcto de los datos ingresados en campos de texto y fecha, para evitar errores de formato que afecten la calidad de la información.;El sistema debe validar que las fechas tengan formato válido (ejemplo: dd/mm/aaaa) y que los textos cumplan con las reglas definidas (sin caracteres inválidos), mostrando mensajes claros en caso de error.;"- El formulario valida el formato de fecha al ingresar o modificar una fecha.
- El formulario valida que los textos no contengan caracteres inválidos.
- Los mensajes de error indican claramente el formato esperado.
- La validación se aplica en crear y editar iniciativas.
- Los errores bloquean la acción de guardar hasta ser corregidos.";"- Validación de campos obligatorios.
- Validación de rangos numéricos.
- Configuración avanzada de validaciones.";"- Dado que ingreso una fecha incorrecta (ejemplo: 32/13/2024), cuando intento guardar, entonces el sistema muestra un mensaje sobre formato inválido y bloquea guardar.
- Dado que ingreso texto con caracteres no permitidos, cuando intento guardar, entonces el sistema muestra un mensaje de error específico.
- Dado que corrijo el formato de la fecha/texto, cuando guardo, entonces la validación pasa y la iniciativa se guarda correctamente."
Validación y Control de Datos para Calidad y Consistencia;110_usuario_validacion_rango_prioridad;Como Usuario, necesito que el formulario compruebe que el valor numérico de prioridad esté dentro de un rango aceptable (por ejemplo, 1 a 5), para asegurar que las prioridades sean consistentes y válidas.;El formulario debe validar que el campo prioridad solo contenga números dentro del rango definido, mostrando un mensaje de error si el valor está fuera de rango o es inválido.;"- El campo prioridad acepta solo números.
- El valor debe estar entre 1 y 5 inclusive.
- Si el valor está fuera del rango o es inválido, se muestra un mensaje claro de error.
- El error bloquea la acción de guardar.
- La validación se aplica al crear y editar iniciativas.";"- Validación de campos obligatorios o formatos de texto.
- Cambios en el rango permitido.
- Mensajes de error personalizados por administrador.";"- Dado que ingreso un valor de prioridad 0 o 6, cuando intento guardar, entonces el sistema muestra un mensaje de error indicando rango inválido y bloquea guardar.
- Dado que ingreso un valor no numérico, cuando intento guardar, entonces el sistema muestra mensaje de error y bloquea guardar.
- Dado que ingreso un valor dentro del rango, cuando guardo, entonces la iniciativa se guarda correctamente."
Validación y Control de Datos para Calidad y Consistencia;111_usuario_mensajes_error_claros;Como Usuario, necesito que el formulario muestre mensajes claros y específicos de error para cada validación fallida, para poder entender rápidamente qué debo corregir y cómo hacerlo.;Cada error de validación debe tener un mensaje claro, específico y ubicado cerca del campo correspondiente, indicando la causa del error y cómo corregirlo para mejorar la experiencia de usuario y la calidad de datos.;"- Cada campo con error muestra un mensaje específico y legible.
- Los mensajes indican claramente el problema (ejemplo: 'Este campo es obligatorio', 'Formato de fecha inválido', 'Valor fuera de rango').
- Los mensajes están visibles y accesibles en dispositivos móviles y escritorio.
- Los mensajes desaparecen tras corregir el error.
- La experiencia es consistente en creación y edición.";"- Traducción o internacionalización de mensajes.
- Configuración personalizada de mensajes por administrador.
- Validaciones no relacionadas con campos del formulario.";"- Dado un campo obligatorio vacío, cuando intento guardar, entonces se muestra mensaje 'Este campo es obligatorio' junto al campo.
- Dado un campo con formato incorrecto, cuando intento guardar, entonces se muestra mensaje específico que indica formato esperado.
- Dado que corrijo el error, cuando modifico el campo, entonces el mensaje desaparece.
- Verificar que mensajes se visualizan correctamente en móvil y escritorio."
Validación y Control de Datos para Calidad y Consistencia;112_admin_validacion_campos_obligatorios;Como Administrador, necesito validar que las reglas de obligatoriedad se apliquen correctamente en el formulario para creación y edición, para garantizar la integridad y calidad de los datos en el sistema.;El sistema debe aplicar las reglas de obligatoriedad definidas para cada campo, tanto al crear como al editar iniciativas, bloqueando el guardado y mostrando errores cuando no se cumplan.;"- Las reglas de obligatoriedad están activas y se aplican en creación y edición.
- El sistema bloquea el guardado si faltan campos obligatorios.
- Se muestran mensajes de error claros para cada campo obligatorio sin completar.
- El administrador puede verificar que la validación funciona correctamente en el entorno de usuario.";"- Configuración avanzada o cambios en reglas.
- Validaciones de formatos y rangos numéricos.
- Mensajes personalizados.";"- Dado un formulario con campos obligatorios vacíos, cuando un usuario intenta guardar, entonces el sistema bloquea y muestra mensajes de error.
- Dado que se corrige un campo, cuando se guarda, entonces el sistema permite guardar.
- El administrador verifica la validación en entorno de prueba."
Validación y Control de Datos para Calidad y Consistencia;113_admin_validacion_formato_datos;Como Administrador, necesito que el formulario verifique que los formatos de datos (fechas y textos) sean correctos, para asegurar que los datos ingresados cumplen con los estándares y evitar inconsistencias.;El sistema debe validar que las fechas y textos ingresados en el formulario cumplan con los formatos establecidos, bloqueando el guardado y mostrando mensajes claros en caso de errores.;"- La validación de formatos se aplica en creación y edición.
- Se bloquea el guardado si hay errores de formato.
- Se muestran mensajes de error claros y específicos.
- El administrador puede comprobar la correcta aplicación de estas validaciones.";"- Configuración de formatos o reglas.
- Validaciones de obligatoriedad o rango numérico.
- Mensajes personalizados.";"- Dado que un usuario ingresa una fecha con formato inválido, cuando intenta guardar, entonces el sistema bloquea y muestra mensaje de error.
- Dado que un usuario ingresa texto con caracteres inválidos, cuando intenta guardar, entonces se bloquea y muestra mensaje.
- El administrador verifica la validación en entorno de prueba."
Validación y Control de Datos para Calidad y Consistencia;114_admin_validacion_rango_prioridad;Como Administrador, necesito que el formulario compruebe que los valores numéricos de prioridad estén dentro del rango aceptable, para mantener la coherencia y calidad de la información registrada.;El sistema debe validar que los valores numéricos de prioridad estén dentro del rango definido (por ejemplo, 1 a 5), bloqueando el guardado y mostrando mensajes de error específicos cuando el valor no sea válido.;"- El rango permitido para prioridad está definido y aplicado.
- La validación se ejecuta en creación y edición.
- El guardado se bloquea si la prioridad está fuera de rango.
- Mensajes de error claros se muestran para guiar la corrección.
- El administrador puede verificar la validación en el sistema.";"- Cambios en el rango de prioridad.
- Validación de otros campos.
- Configuración de mensajes.";"- Dado que un usuario ingresa un valor fuera de rango para prioridad, cuando intenta guardar, entonces el sistema bloquea y muestra mensaje de error.
- Dado que el usuario corrige el valor a uno válido, cuando guarda, entonces la iniciativa se guarda correctamente.
- El administrador verifica la correcta aplicación de validaciones."
Validación y Control de Datos para Calidad y Consistencia;115_admin_mensajes_error_claros;Como Administrador, necesito que el formulario muestre mensajes claros y específicos de error para cada validación fallida, para facilitar la gestión de errores y la corrección rápida de datos incorrectos por parte de los usuarios.;Los mensajes de error deben ser claros, específicos y visibles en el formulario, ayudando a los usuarios a identificar y corregir rápidamente los errores en los datos ingresados.;"- Cada error de validación muestra un mensaje específico y comprensible.
- Los mensajes están ubicados junto a los campos correspondientes.
- Los mensajes desaparecen al corregirse el error.
- La visualización es correcta en distintos dispositivos.
- El administrador puede revisar y validar la efectividad de los mensajes.";"- Personalización avanzada de mensajes.
- Traducciones.
- Cambios en reglas de validación.";"- Dado un error en un campo, cuando el usuario intenta guardar, entonces se muestra un mensaje claro junto al campo.
- Cuando el usuario corrige el error, el mensaje desaparece.
- El administrador verifica los mensajes en entorno de prueba y en diferentes dispositivos."
